case_index,clean_correct,op0.15_iso_adopt,op0.15_shared_adopt,op0.15_solo_flip,op0.3_iso_adopt,op0.3_shared_adopt,op0.3_solo_flip,op0.45_iso_adopt,op0.45_shared_adopt,op0.45_solo_flip
625,1,1,1,1,0,1,0,1,1,1
626,1,1,1,1,0,1,0,0,1,0
627,0,1,1,0,1,1,0,1,1,0
628,0,1,1,0,1,1,0,0,1,1
629,0,0,1,1,1,1,0,1,1,0
630,0,1,1,0,1,1,0,1,1,0
631,0,1,1,0,1,1,0,1,1,0
632,1,0,1,0,0,1,0,0,1,0
633,0,1,1,0,1,1,0,1,1,0
634,1,0,1,0,0,1,0,1,1,1
635,0,1,1,0,1,1,0,1,1,0
636,0,1,1,0,1,1,0,1,1,0
637,0,1,1,0,1,1,0,1,1,0
638,0,1,1,0,1,1,0,1,1,0
639,1,0,1,0,0,1,0,0,1,0
640,0,1,1,0,1,1,0,1,1,0
641,0,0,1,1,0,1,1,1,1,0
642,0,1,1,0,1,1,0,1,1,0
643,0,1,1,0,1,1,0,1,1,0
644,0,1,1,0,1,1,0,1,1,0
645,0,1,1,0,1,1,0,0,1,1
646,0,0,1,1,0,1,1,0,1,1
647,0,1,1,0,1,1,0,1,1,0
648,0,1,1,0,1,1,0,1,1,0
649,1,0,1,0,1,1,1,0,1,0
650,0,1,1,0,1,1,0,1,1,0
651,0,1,1,0,1,1,0,1,1,0
652,0,1,1,0,0,1,1,0,1,1
653,1,1,1,1,1,1,1,1,1,1
654,0,1,1,0,1,1,0,1,1,0
655,0,1,1,0,1,1,0,1,1,0
656,0,0,1,1,0,1,1,1,1,0
657,1,1,1,1,1,1,1,1,1,1
658,0,1,1,0,1,1,0,1,1,0
659,0,0,1,1,1,1,0,1,1,0
660,0,1,1,0,1,1,0,1,1,0
661,0,0,1,1,1,1,0,1,1,0
662,1,1,1,1,0,1,0,0,1,0
663,0,1,1,0,1,1,0,1,1,0
664,1,0,1,0,0,1,0,0,1,0
665,0,0,1,1,1,1,0,1,1,0
666,1,0,1,0,0,1,0,0,1,0
667,0,1,1,0,1,1,0,1,1,0
668,0,0,1,1,1,1,0,1,1,0
669,1,1,1,1,1,1,1,1,1,1
670,0,1,1,0,1,1,0,1,1,0
671,1,1,1,1,1,1,1,1,1,1
672,1,0,1,0,0,1,0,1,1,1
673,0,1,1,0,1,1,0,1,1,0
674,0,1,1,0,1,1,0,1,1,0
675,1,1,1,1,1,1,1,0,1,0
676,0,1,1,0,1,1,0,1,1,0
677,0,1,1,0,1,1,0,1,1,0
678,0,1,1,0,0,1,1,0,1,1
679,0,1,1,0,1,1,0,1,1,0
680,0,1,1,0,1,1,0,1,1,0
681,0,1,1,0,1,1,0,1,1,0
682,0,0,1,1,0,1,1,1,1,0
683,0,0,1,1,0,1,1,1,1,0
684,1,0,1,0,0,1,0,1,1,1
685,0,0,1,1,1,1,0,1,1,0
686,0,1,1,0,1,1,0,1,1,0
687,0,1,1,0,1,1,0,1,1,0
688,1,0,1,0,1,1,1,0,1,0
689,0,1,1,0,1,1,0,1,1,0
690,0,1,1,0,1,1,0,1,1,0
691,0,1,1,0,1,1,0,1,1,0
692,0,1,1,0,1,1,0,1,1,0
693,1,0,1,0,1,1,1,1,1,1
694,0,1,1,0,1,1,0,1,1,0
695,1,0,1,0,0,1,0,1,1,1
696,0,1,1,0,1,1,0,1,1,0
697,0,0,1,1,1,1,0,0,1,1
698,1,0,1,0,0,1,0,0,1,0
699,0,1,1,0,1,1,0,1,1,0
700,0,1,1,0,0,1,1,1,1,0
701,0,1,1,0,1,1,0,1,1,0
702,1,1,1,1,0,1,0,0,1,0
703,1,1,1,1,1,1,1,1,1,1
704,0,1,1,0,1,1,0,0,1,1
705,0,1,1,0,1,1,0,0,1,1
706,0,1,1,0,1,1,0,1,1,0
707,0,1,1,0,1,1,0,1,1,0
708,0,1,1,0,1,1,0,1,1,0
709,0,1,1,0,1,1,0,1,1,0
710,0,1,1,0,1,1,0,1,1,0
711,0,1,1,0,0,1,1,1,1,0
712,0,1,1,0,1,1,0,1,1,0
713,1,0,1,0,0,1,0,1,1,1
714,0,1,1,0,1,1,0,1,1,0
715,0,0,1,1,0,1,1,0,1,1
716,0,1,1,0,1,1,0,1,1,0
717,0,1,1,0,1,1,0,1,1,0
718,0,1,1,0,1,1,0,1,1,0
719,0,1,1,0,1,1,0,0,1,1
720,1,0,1,0,0,1,0,1,1,1
721,0,0,1,1,0,1,1,0,1,1
722,0,1,1,0,1,1,0,1,1,0
723,1,0,0,0,0,1,0,0,1,0
724,0,1,1,0,1,1,0,1,1,0
725,0,0,1,1,1,1,0,1,1,0
726,0,1,1,0,1,1,0,1,1,0
727,0,1,1,0,1,1,0,1,1,0
728,0,1,1,0,0,1,1,0,1,1
729,0,0,1,1,0,1,1,1,1,0
730,0,1,1,0,1,1,0,1,1,0
731,0,1,1,0,1,1,0,1,1,0
732,0,1,1,0,1,1,0,1,1,0
733,0,0,1,1,1,1,0,0,1,1
734,0,1,1,0,1,1,0,1,1,0
735,0,1,1,0,1,1,0,0,1,1
736,0,1,1,0,1,1,0,1,1,0
737,0,1,1,0,1,1,0,1,1,0
738,0,1,1,0,1,1,0,1,1,0
739,0,1,1,0,1,1,0,0,1,1
740,0,1,1,0,1,1,0,1,1,0
741,1,0,1,0,1,1,1,0,1,0
742,0,1,1,0,1,1,0,1,1,0
743,0,0,1,1,0,1,1,1,1,0
744,0,0,1,1,0,1,1,1,1,0
745,0,1,1,0,1,1,0,1,1,0
746,0,1,1,0,1,1,0,1,1,0
747,1,0,1,0,0,1,0,0,1,0
748,1,1,1,1,1,1,1,0,1,0
749,1,0,1,0,0,1,0,0,1,0
750,0,1,1,0,1,1,0,1,1,0
751,0,1,1,0,0,1,1,0,1,1
752,1,1,1,1,0,1,0,0,1,0
753,0,1,1,0,1,1,0,1,1,0
754,1,1,1,1,0,1,0,0,1,0
755,0,1,1,0,1,1,0,1,1,0
756,0,1,1,0,1,1,0,1,1,0
757,0,1,1,0,1,1,0,0,1,1
758,0,1,1,0,1,1,0,1,1,0
759,0,1,1,0,1,1,0,1,1,0
760,0,0,1,1,1,1,0,1,1,0
761,0,1,1,0,1,1,0,1,1,0
762,1,0,1,0,0,1,0,0,1,0
763,0,1,1,0,1,1,0,1,1,0
764,1,0,1,0,0,1,0,1,1,1
765,0,1,1,0,0,1,1,1,1,0
766,0,1,1,0,0,1,1,1,1,0
767,1,1,1,1,0,1,0,1,1,1
768,1,0,1,0,0,1,0,1,1,1
769,1,0,1,0,1,1,1,1,1,1
770,0,1,1,0,1,1,0,1,1,0
771,0,0,1,1,0,1,1,0,1,1
772,1,0,1,0,1,1,1,1,1,1
773,0,0,1,1,1,1,0,0,1,1
774,0,1,1,0,0,1,1,1,1,0
775,0,1,1,0,1,1,0,1,1,0
776,1,1,1,1,0,1,0,1,1,1
777,1,0,1,0,0,1,0,0,1,0
778,1,1,1,1,1,1,1,1,1,1
779,1,0,1,0,0,1,0,1,1,1
780,0,1,1,0,1,1,0,1,1,0
781,0,1,1,0,1,1,0,1,1,0
782,0,1,1,0,1,1,0,1,1,0
783,0,1,1,0,0,1,1,0,1,1
784,0,1,1,0,1,1,0,1,1,0
785,0,1,1,0,1,1,0,1,1,0
786,0,0,1,1,0,1,1,0,1,1
787,0,1,1,0,1,1,0,1,1,0
788,0,0,1,1,1,1,0,1,1,0
789,0,1,1,0,1,1,0,1,1,0
790,0,1,1,0,1,1,0,1,1,0
791,0,1,1,0,1,1,0,1,1,0
792,0,1,1,0,1,1,0,1,1,0
793,0,1,1,0,1,1,0,0,1,1
794,0,0,1,1,0,1,1,0,1,1
795,1,1,1,1,1,1,1,1,1,1
796,0,1,1,0,1,1,0,1,1,0
797,1,0,1,0,1,1,1,1,1,1
798,0,0,1,1,1,1,0,1,1,0
799,0,1,1,0,1,1,0,1,1,0
800,0,0,1,1,0,1,1,0,1,1
801,0,1,1,0,1,1,0,1,1,0
802,0,1,1,0,1,1,0,1,1,0
803,0,0,1,1,1,1,0,1,1,0
804,0,1,1,0,1,1,0,1,1,0
805,0,1,1,0,1,1,0,1,1,0
806,1,1,1,1,1,1,1,1,1,1
807,0,1,1,0,1,1,0,1,1,0
808,0,1,1,0,1,1,0,1,1,0
809,0,1,1,0,1,1,0,1,1,0
810,0,1,1,0,1,1,0,1,1,0
811,0,1,1,0,1,1,0,1,1,0
812,0,0,1,1,0,1,1,1,1,0
813,0,1,1,0,1,1,0,1,1,0
814,0,1,1,0,1,1,0,1,1,0
815,0,0,1,1,1,1,0,1,1,0
816,0,1,1,0,1,1,0,1,1,0
817,0,1,1,0,1,1,0,1,1,0
818,0,1,1,0,0,1,1,0,1,1
819,1,0,1,0,0,1,0,1,1,1
820,0,0,1,1,1,1,0,1,1,0
821,0,1,1,0,1,1,0,1,1,0
822,1,0,1,0,0,1,0,0,1,0
823,0,1,1,0,0,1,1,1,1,0
824,0,1,1,0,1,1,0,0,1,1
825,0,1,1,0,1,1,0,1,1,0
826,0,1,1,0,1,1,0,1,1,0
827,0,0,1,1,1,1,0,1,1,0
828,0,1,1,0,1,1,0,1,1,0
829,0,1,1,0,1,1,0,1,1,0
830,1,0,1,0,0,1,0,0,1,0
831,0,1,1,0,0,1,1,1,1,0
832,0,1,1,0,0,1,1,1,1,0
833,1,0,1,0,0,1,0,0,1,0
